"pathway_id","pathway_name","n_genes","gene_names","gene_pvals","magma_pvalue"
"PWY-3561","choline biosynthesis III",22,"SORBI_3001G282900;SORBI_3001G320200;SORBI_3001G349800;SORBI_3001G529800;SORBI_3002G098900;SORBI_3002G204500;SORBI_3002G282500;SORBI_3003G050400;SORBI_3003G147000;SORBI_3004G016400;SORBI_3004G016900;SORBI_3004G058200;SORBI_3005G222500;SORBI_3007G051200;SORBI_3008G183400;SORBI_3009G062600;SORBI_3009G109925;SORBI_3009G110000;SORBI_3010G077100;SORBI_3010G185600;SORBI_3010G187100;SORBI_3010G209900","4.4031e-01;2.1019e-01;7.2044e-01;5.0744e-01;2.6590e-01;2.3727e-02;3.3360e-01;6.2646e-01;2.1603e-02;9.5316e-01;5.8695e-01;7.8902e-01;8.9752e-01;1.7458e-01;3.3817e-01;1.3945e-01;5.3453e-01;3.6705e-02;5.1185e-01;6.7584e-02;7.8043e-01;9.7295e-01",0.67834
"GLYCLEAV-PWY","glycine cleavage",8,"SORBI_3003G152900;SORBI_3003G155300;SORBI_3004G055700;SORBI_3005G044600;SORBI_3006G220800;SORBI_3008G039900;SORBI_3009G052200;SORBI_3009G054600","3.7312e-01;5.1937e-01;4.1649e-01;4.2707e-01;3.7622e-01;5.6680e-01;8.2254e-01;9.7106e-01",0.68109
"PWY-7226","guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I",6,"SORBI_3001G295200;SORBI_3002G306900;SORBI_3004G184500;SORBI_3008G091400;SORBI_3008G123600;SORBI_3009G259200","4.4135e-02;6.3153e-01;3.7400e-03;1.7173e-01;4.9882e-01;4.8519e-01",0.68131
"PWY-7227","adenosine deoxyribonucleotides <i>de novo</i> biosynthesis",6,"SORBI_3001G295200;SORBI_3002G306900;SORBI_3004G184500;SORBI_3008G091400;SORBI_3008G123600;SORBI_3009G259200","4.4135e-02;6.3153e-01;3.7400e-03;1.7173e-01;4.9882e-01;4.8519e-01",0.68131
"PWY-5864","superpathway of plastoquinol biosynthesis",6,"SORBI_3003G045600;SORBI_3005G200300;SORBI_3007G070000;SORBI_3008G088821;SORBI_3009G246400;SORBI_3010G229400","4.6008e-02;2.8438e-01;8.0390e-01;5.2757e-01;6.3153e-07;7.9821e-01",0.6856
"PWY3O-450","phosphatidylcholine biosynthesis I",6,"SORBI_3001G282900;SORBI_3004G016400;SORBI_3004G058200;SORBI_3007G051200;SORBI_3010G077100;SORBI_3010G187100","4.4031e-01;9.5316e-01;7.8902e-01;1.7458e-01;5.1185e-01;7.8043e-01",0.68791
"HOMOSER-THRESYN-PWY","L-threonine biosynthesis",3,"SORBI_3003G265400;SORBI_3004G357900;SORBI_3009G220000","1.0620e-02;5.9069e-01;8.2762e-06",0.6966
"PWY-5398","crocetin esters biosynthesis",8,"SORBI_3001G223400;SORBI_3003G042900;SORBI_3008G011700;SORBI_3009G066100;SORBI_3010G178900;SORBI_3010G179000;SORBI_3010G179150;SORBI_3010G179500","8.1073e-01;1.5738e-04;4.5948e-01;5.2633e-01;6.6518e-01;6.3281e-01;7.3176e-01;3.3848e-01",0.69952
"PWY-4302","aerobic respiration III (alternative oxidase pathway)",62,"SORBI_3001G072000;SORBI_3001G073600;SORBI_3001G115700;SORBI_3001G134200;SORBI_3001G164350;SORBI_3001G206700;SORBI_3001G230050;SORBI_3001G251750;SORBI_3001G282500;SORBI_3001G286200;SORBI_3001G392800;SORBI_3001G473400;SORBI_3001G519000;SORBI_3002G028700;SORBI_3002G149000;SORBI_3002G149550;SORBI_3002G185100;SORBI_3002G246200;SORBI_3002G254500;SORBI_3002G308300;SORBI_3002G356400;SORBI_3002G395000;SORBI_3002G396700;SORBI_3003G135600;SORBI_3003G168300;SORBI_3003G170300;SORBI_3003G172966;SORBI_3003G173032;SORBI_3003G173200;SORBI_3003G279200;SORBI_3003G286200;SORBI_3003G296800;SORBI_3003G322300;SORBI_3003G416200;SORBI_3003G429000;SORBI_3003G429200;SORBI_3003G429300;SORBI_3004G155100;SORBI_3004G166400;SORBI_3004G249200;SORBI_3004G270500;SORBI_3004G344800;SORBI_3005G031000;SORBI_3006G202500;SORBI_3006G202600;SORBI_3006G203000;SORBI_3006G258700;SORBI_3006G258800;SORBI_3007G023400;SORBI_3007G133500;SORBI_3007G134900;SORBI_3007G168400;SORBI_3007G172300;SORBI_3007G211500;SORBI_3009G095720;SORBI_3009G176000;SORBI_3009G191400;SORBI_3009G209400;SORBI_3010G015200;SORBI_3010G031000;SORBI_3010G098800;SORBI_3010G201266","4.3069e-01;1.5254e-01;1.9858e-01;5.3800e-04;8.6040e-01;1.4213e-02;8.0355e-01;3.3797e-01;6.1534e-01;2.4434e-01;7.1647e-01;4.9798e-01;5.6491e-01;5.6602e-01;5.8110e-01;1.1630e-01;2.0642e-01;8.4561e-01;4.5359e-01;9.3476e-01;4.1036e-01;6.8597e-01;7.7668e-01;5.3224e-01;5.7943e-01;7.1056e-01;7.9467e-02;7.9467e-02;6.0331e-01;6.7026e-01;1.7844e-01;8.3457e-01;7.2073e-01;7.4858e-01;5.1623e-01;5.8463e-01;5.4708e-01;1.2769e-01;7.7972e-01;5.1940e-01;6.1451e-03;6.1562e-01;5.9652e-01;8.2707e-01;8.4949e-01;8.8974e-01;4.1629e-01;4.8149e-01;8.0462e-01;3.1345e-01;6.1025e-01;3.8879e-01;5.4298e-02;3.0927e-01;3.4123e-01;2.9280e-01;2.6746e-02;1.2000e-03;9.8596e-02;7.1275e-01;4.3594e-01;5.6928e-02",0.709
"HISTSYN-PWY","L-histidine biosynthesis",11,"SORBI_3001G067300;SORBI_3001G334100;SORBI_3001G432300;SORBI_3002G244500;SORBI_3003G045450;SORBI_3003G119900;SORBI_3003G130600;SORBI_3004G264900;SORBI_3006G217000;SORBI_3008G162100;SORBI_3009G130500","3.7852e-01;7.8074e-01;9.0333e-01;2.4964e-01;4.0678e-02;1.8429e-01;9.5690e-01;6.2885e-01;2.0772e-02;6.6770e-01;6.0736e-01",0.71658
"PWY-7193","pyrimidine ribonucleosides salvage I",11,"SORBI_3001G261480;SORBI_3002G257200;SORBI_3003G129300;SORBI_3003G275300;SORBI_3004G000100;SORBI_3004G265800;SORBI_3006G037700;SORBI_3007G194700;SORBI_3008G098400;SORBI_3008G156700;SORBI_3008G190400","5.0522e-01;4.1771e-01;3.6668e-01;8.1002e-01;7.8871e-01;6.1106e-01;8.5118e-04;8.1786e-01;7.0241e-01;2.4217e-01;7.4328e-01",0.71668
"PWY-5698","allantoin degradation to ureidoglycolate II (ammonia producing)",3,"SORBI_3002G309900;SORBI_3006G270100;SORBI_3010G220500","8.5992e-01;7.5082e-01;7.2311e-01",0.71805
"SERSYN-PWY","L-serine biosynthesis I",6,"SORBI_3001G498500;SORBI_3002G101300;SORBI_3002G101400;SORBI_3006G243400;SORBI_3007G145000;SORBI_3010G214100","8.8879e-01;6.7014e-01;3.4191e-01;5.7828e-01;5.3988e-01;6.4352e-01",0.73498
"PWY-3181","L-tryptophan degradation VI (via tryptamine)",10,"SORBI_3001G062300;SORBI_3001G062500;SORBI_3001G062600;SORBI_3002G043500;SORBI_3002G107000;SORBI_3002G107200;SORBI_3002G107400;SORBI_3002G107600;SORBI_3007G035000;SORBI_3007G035300","6.6415e-02;4.6799e-01;6.2410e-01;3.4650e-02;8.8466e-01;3.7217e-01;4.9545e-01;3.6546e-01;7.1657e-01;1.8730e-01",0.73868
"PWY-7183","pyrimidine nucleobases salvage I",6,"SORBI_3002G257200;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3008G190400;SORBI_3009G160500","4.1771e-01;7.8871e-01;8.1786e-01;4.0321e-01;7.4328e-01;1.9760e-01",0.73907
"PWY-7196","superpathway of pyrimidine ribonucleosides salvage",6,"SORBI_3002G257200;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3008G190400;SORBI_3009G160500","4.1771e-01;7.8871e-01;8.1786e-01;4.0321e-01;7.4328e-01;1.9760e-01",0.73907
"PWY-7208","superpathway of pyrimidine nucleobases salvage",6,"SORBI_3002G257200;SORBI_3004G000100;SORBI_3007G194700;SORBI_3007G218600;SORBI_3008G190400;SORBI_3009G160500","4.1771e-01;7.8871e-01;8.1786e-01;4.0321e-01;7.4328e-01;1.9760e-01",0.73907
"PWY-5466","matairesinol biosynthesis",4,"SORBI_3002G407300;SORBI_3002G407500;SORBI_3008G106700;SORBI_3008G106800","2.2136e-01;2.8653e-01;9.4234e-01;9.4286e-01",0.74101
"PWY-6030","serotonin and melatonin biosynthesis",10,"SORBI_3005G216100;SORBI_3005G216200;SORBI_3007G035000;SORBI_3007G035300;SORBI_3007G035500;SORBI_3007G170500;SORBI_3008G014000;SORBI_3009G085600;SORBI_3009G175500;SORBI_3009G197901","3.4595e-01;6.6298e-01;7.1657e-01;1.8730e-01;1.2046e-01;5.2445e-01;8.1287e-02;9.6583e-01;3.2829e-01;1.0821e-02",0.75178
"PWYQT-4449","polyisoprenoid biosynthesis",5,"SORBI_3002G353300;SORBI_3003G270500;SORBI_3006G248000;SORBI_3009G216800;SORBI_3009G246400","3.4560e-01;4.4473e-02;1.2827e-01;1.9152e-06;6.3153e-07",0.75275
"PWY-6115","avenacin biosynthesis, initial reactions",12,"SORBI_3004G014400;SORBI_3004G037100;SORBI_3004G037200;SORBI_3005G109500;SORBI_3005G167200;SORBI_3007G078200;SORBI_3007G085800;SORBI_3007G090469;SORBI_3007G090472;SORBI_3008G142400;SORBI_3008G167100;SORBI_3010G253500","6.7399e-01;3.2755e-01;3.0783e-01;6.1499e-01;1.0402e-01;4.1622e-01;2.7325e-01;1.9593e-02;7.6493e-02;7.5494e-02;3.0388e-01;5.5929e-01",0.75866
"THIOREDOX-PWY","thioredoxin pathway",20,"SORBI_3001G010900;SORBI_3001G197600;SORBI_3002G035000;SORBI_3002G039100;SORBI_3002G401800;SORBI_3003G163500;SORBI_3003G163700;SORBI_3003G418500;SORBI_3004G156900;SORBI_3004G216600;SORBI_3004G262300;SORBI_3004G300900;SORBI_3005G154000;SORBI_3006G054600;SORBI_3006G141700;SORBI_3007G162300;SORBI_3008G117800;SORBI_3009G073000;SORBI_3010G135000;SORBI_3010G216200","1.1252e-02;8.1066e-01;3.3654e-01;5.3348e-01;1.8967e-01;2.3339e-01;6.2622e-01;8.1069e-01;1.5883e-01;3.0463e-01;1.3704e-03;2.3401e-01;3.4354e-01;9.6403e-03;5.7379e-01;5.1443e-02;7.7279e-01;5.7477e-01;7.9338e-01;5.9574e-01",0.7591
"PWY-7478","oryzalexin D and E biosynthesis",6,"SORBI_3002G089700;SORBI_3002G220500;SORBI_3007G152500;SORBI_3007G152600;SORBI_3007G152701;SORBI_3008G154400","8.9004e-02;6.5977e-02;7.9813e-01;7.4511e-01;3.0668e-01;2.0689e-01",0.76013
"PWY-6803","phosphatidylcholine acyl editing",99,"SORBI_3001G067500;SORBI_3001G103800;SORBI_3001G120400;SORBI_3001G157700;SORBI_3001G157900;SORBI_3001G158200;SORBI_3001G279800;SORBI_3001G288200;SORBI_3001G295700;SORBI_3001G348600;SORBI_3001G365100;SORBI_3001G373200;SORBI_3001G429900;SORBI_3001G433900;SORBI_3001G448800;SORBI_3002G031800;SORBI_3002G177200;SORBI_3002G213300;SORBI_3002G228700;SORBI_3002G262300;SORBI_3002G320900;SORBI_3002G377600;SORBI_3002G401900;SORBI_3002G409500;SORBI_3003G004900;SORBI_3003G029000;SORBI_3003G029200;SORBI_3003G038000;SORBI_3003G074500;SORBI_3003G074600;SORBI_3003G239100;SORBI_3003G239200;SORBI_3003G239500;SORBI_3003G242000;SORBI_3003G258200;SORBI_3003G274700;SORBI_3003G303900;SORBI_3003G370500;SORBI_3003G370600;SORBI_3003G389400;SORBI_3003G390900;SORBI_3003G391000;SORBI_3003G414500;SORBI_3003G418700;SORBI_3003G432600;SORBI_3004G283600;SORBI_3004G297600;SORBI_3004G300100;SORBI_3004G357800;SORBI_3005G020300;SORBI_3005G032700;SORBI_3005G033100;SORBI_3005G054900;SORBI_3005G111400;SORBI_3005G145100;SORBI_3005G156100;SORBI_3005G159400;SORBI_3005G186100;SORBI_3005G186200;SORBI_3005G186400;SORBI_3005G203800;SORBI_3005G219000;SORBI_3005G219100;SORBI_3006G079500;SORBI_3006G214500;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G257300;SORBI_3006G272600;SORBI_3006G276100;SORBI_3007G011300;SORBI_3007G036900;SORBI_3007G158500;SORBI_3007G158600;SORBI_3007G158700;SORBI_3007G158800;SORBI_3007G187000;SORBI_3008G010800;SORBI_3008G051300;SORBI_3008G135401;SORBI_3008G166050;SORBI_3008G170100;SORBI_3009G014600;SORBI_3009G031400;SORBI_3009G117500;SORBI_3009G125300;SORBI_3009G135100;SORBI_3009G149700;SORBI_3009G240500;SORBI_3009G240600;SORBI_3010G045400;SORBI_3010G045500;SORBI_3010G047800;SORBI_3010G159700;SORBI_3010G159900;SORBI_3010G160000;SORBI_3010G160033;SORBI_3010G214900;SORBI_3010G228100","3.6741e-01;8.3510e-01;3.3907e-01;8.0440e-01;6.3351e-01;4.3808e-01;5.1126e-01;1.2259e-01;3.9443e-02;2.2547e-01;2.6503e-01;6.9682e-01;7.2677e-01;4.2879e-01;6.8079e-01;9.0128e-01;5.9581e-01;9.1989e-01;3.7813e-01;5.1079e-01;3.7316e-01;4.4556e-01;1.9834e-01;5.2446e-01;3.8984e-01;8.4830e-01;3.8697e-01;8.1263e-01;2.4592e-01;3.8771e-01;2.8069e-01;8.3956e-03;2.4441e-02;3.4265e-02;8.5146e-01;5.3428e-01;5.5405e-01;8.1320e-01;7.0837e-01;2.9742e-01;7.4610e-01;3.5142e-01;3.6130e-01;8.1802e-01;5.9595e-01;9.3200e-02;4.6695e-01;6.5403e-02;5.7270e-01;8.5740e-02;6.5673e-01;3.8643e-01;2.0825e-01;4.1035e-01;5.3887e-01;5.0089e-01;6.2209e-01;3.7135e-01;6.2373e-01;7.4856e-01;1.9155e-01;8.4995e-01;8.4995e-01;6.7757e-02;3.3183e-01;2.5289e-01;5.8442e-01;5.3667e-01;6.8862e-01;6.3620e-01;8.3261e-01;5.9848e-01;5.7473e-01;5.6467e-01;9.3925e-01;1.2671e-01;1.1622e-01;2.9948e-01;8.5213e-02;8.2450e-01;8.4028e-01;4.8691e-01;2.6844e-02;8.2706e-03;7.9676e-01;7.9597e-01;7.0723e-01;5.8044e-01;5.3170e-08;3.1217e-08;3.3460e-01;7.5815e-01;9.1636e-01;5.8425e-01;3.1231e-01;5.7231e-01;5.9130e-01;5.0362e-01;9.6524e-02",0.76231
"PWY-7859","jasmonoyl-L-isoleucine inactivation",17,"SORBI_3001G450100;SORBI_3001G451600;SORBI_3001G451700;SORBI_3002G093300;SORBI_3003G190500;SORBI_3003G273000;SORBI_3003G427500;SORBI_3003G437300;SORBI_3004G280000;SORBI_3005G109000;SORBI_3006G150600;SORBI_3006G154200;SORBI_3008G015000;SORBI_3009G121600;SORBI_3009G141100;SORBI_3010G055300;SORBI_3010G241200","5.6084e-01;8.4053e-01;7.7844e-01;1.8358e-01;3.7928e-03;6.8910e-01;8.9500e-01;2.5480e-01;6.0636e-01;4.0458e-01;9.2703e-02;4.1994e-01;2.6481e-01;6.7664e-01;4.9744e-01;2.4793e-01;8.0409e-01",0.76733
"PWY-6351","D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis",31,"SORBI_3001G118000;SORBI_3001G121900;SORBI_3001G124100;SORBI_3001G203400;SORBI_3001G294100;SORBI_3001G367301;SORBI_3001G408001;SORBI_3001G429500;SORBI_3002G223600;SORBI_3002G235900;SORBI_3002G292800;SORBI_3002G403100;SORBI_3002G430500;SORBI_3003G127200;SORBI_3004G130300;SORBI_3005G002000;SORBI_3005G018900;SORBI_3005G031700;SORBI_3005G104500;SORBI_3006G060000;SORBI_3006G258500;SORBI_3007G154701;SORBI_3008G002000;SORBI_3008G011901;SORBI_3008G090600;SORBI_3009G027800;SORBI_3009G253700;SORBI_3010G118200;SORBI_3010G145900;SORBI_3010G223300;SORBI_3010G279800","3.7988e-01;2.0380e-01;8.1793e-01;4.1217e-01;5.6084e-01;4.8987e-01;7.6333e-01;3.2917e-01;5.5426e-01;7.3497e-01;1.6088e-01;2.0372e-01;2.6485e-02;7.0133e-01;2.8110e-01;1.1150e-01;9.6716e-01;7.4564e-01;5.2153e-01;3.7476e-01;1.9709e-01;6.1795e-01;7.5378e-01;7.2260e-01;6.3878e-02;3.6895e-01;4.9013e-05;2.7917e-02;8.1176e-01;9.5047e-02;4.2400e-01",0.76907
"PWY-4081","glutathione-peroxide redox reactions",11,"SORBI_3001G248500;SORBI_3001G365800;SORBI_3001G378700;SORBI_3001G495200;SORBI_3004G290100;SORBI_3004G290200;SORBI_3004G341200;SORBI_3005G110442;SORBI_3006G173900;SORBI_3006G272900;SORBI_3010G067100","8.2254e-01;5.9946e-01;5.5970e-03;4.2121e-01;1.3033e-01;1.3880e-01;4.1991e-01;7.5436e-01;4.8089e-01;8.0606e-01;4.9759e-01",0.76956
"PWY-7197","pyrimidine deoxyribonucleotide phosphorylation",8,"SORBI_3001G295200;SORBI_3002G306900;SORBI_3002G392800;SORBI_3003G152900;SORBI_3004G184500;SORBI_3008G091400;SORBI_3008G123600;SORBI_3009G259200","4.4135e-02;6.3153e-01;7.4089e-01;3.7312e-01;3.7400e-03;1.7173e-01;4.9882e-01;4.8519e-01",0.7701
"PWY0-166","superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)",28,"SORBI_3001G142000;SORBI_3001G230200;SORBI_3001G295200;SORBI_3002G008500;SORBI_3002G303700;SORBI_3002G306900;SORBI_3002G392800;SORBI_3003G030700;SORBI_3003G152900;SORBI_3003G326100;SORBI_3004G184500;SORBI_3004G202900;SORBI_3004G336100;SORBI_3005G115500;SORBI_3005G195700;SORBI_3006G036700;SORBI_3006G038800;SORBI_3006G134900;SORBI_3007G190200;SORBI_3007G194100;SORBI_3008G091400;SORBI_3008G123600;SORBI_3008G140100;SORBI_3008G140300;SORBI_3009G259200;SORBI_3010G054600;SORBI_3010G106300;SORBI_3010G148866","2.5580e-01;3.9177e-01;4.4135e-02;2.1430e-01;7.8966e-01;6.3153e-01;7.4089e-01;8.3569e-01;3.7312e-01;4.4296e-01;3.7400e-03;5.2954e-01;6.7799e-01;8.0140e-01;6.7307e-01;3.9527e-01;3.7551e-03;3.1388e-01;1.3612e-01;8.1506e-01;1.7173e-01;4.9882e-01;1.9130e-01;3.3681e-01;4.8519e-01;7.8609e-01;8.5442e-01;3.4332e-01",0.77224
"PWY-4381","fatty acid biosynthesis initiation I",2,"SORBI_3001G403400;SORBI_3006G237000","4.7264e-01;3.0614e-01",0.77248
"GLUCONEO-PWY","gluconeogenesis I",56,"SORBI_3001G071800;SORBI_3001G073900;SORBI_3001G219300;SORBI_3001G236800;SORBI_3001G384100;SORBI_3001G425400;SORBI_3001G426100;SORBI_3001G432800;SORBI_3002G186900;SORBI_3002G230600;SORBI_3002G277100;SORBI_3002G309400;SORBI_3002G385700;SORBI_3003G036000;SORBI_3003G036200;SORBI_3003G072300;SORBI_3003G096000;SORBI_3003G238500;SORBI_3003G280900;SORBI_3003G292400;SORBI_3003G336000;SORBI_3003G352300;SORBI_3003G367500;SORBI_3003G393900;SORBI_3004G055200;SORBI_3004G056400;SORBI_3004G146000;SORBI_3004G205100;SORBI_3004G338000;SORBI_3005G056400;SORBI_3005G154850;SORBI_3005G159000;SORBI_3006G170800;SORBI_3006G198400;SORBI_3007G025400;SORBI_3007G137600;SORBI_3007G166200;SORBI_3007G166300;SORBI_3008G053200;SORBI_3008G116600;SORBI_3008G186200;SORBI_3009G016700;SORBI_3009G069600;SORBI_3009G108700;SORBI_3009G152700;SORBI_3009G183700;SORBI_3009G240700;SORBI_3010G026925;SORBI_3010G027000;SORBI_3010G100200;SORBI_3010G188300;SORBI_3010G219700;SORBI_3010G221800;SORBI_3010G262433;SORBI_3010G262466;SORBI_3010G262500","4.3261e-01;3.1585e-01;4.1965e-01;9.1355e-03;1.0031e-01;5.7391e-01;7.6963e-01;7.9228e-01;7.4310e-01;2.9396e-01;5.5190e-01;5.6764e-01;1.6085e-01;8.6554e-01;2.3015e-01;5.5333e-02;6.6015e-01;5.7059e-01;5.4302e-01;2.6126e-01;3.0090e-01;8.3862e-01;6.7474e-02;5.9231e-01;6.0467e-01;5.9927e-01;4.0051e-01;3.3817e-01;7.4167e-01;9.0843e-01;9.6860e-01;6.3636e-01;9.0788e-01;1.0142e-01;8.3006e-01;2.9767e-01;2.6300e-01;8.2398e-02;1.8855e-01;5.0936e-01;9.3667e-02;7.8576e-01;7.9130e-01;5.7521e-01;3.0356e-01;6.1363e-02;1.8634e-07;7.7103e-01;8.4948e-01;6.5632e-01;5.3703e-01;6.4916e-01;6.8791e-01;9.5645e-01;9.6941e-01;7.9998e-01",0.77588
"PWY-5035","gibberellin biosynthesis III (early C-13 hydroxylation)",10,"SORBI_3001G005300;SORBI_3001G166401;SORBI_3001G383400;SORBI_3002G046500;SORBI_3002G419600;SORBI_3003G045900;SORBI_3003G379500;SORBI_3005G015600;SORBI_3009G064700;SORBI_3009G142400","3.7124e-01;3.4811e-01;3.5148e-01;7.0393e-01;8.0775e-01;5.1092e-01;7.9852e-01;4.8338e-02;5.2070e-02;6.9864e-01",0.77689
"PWY-5687","pyrimidine ribonucleotides interconversion",33,"SORBI_3001G295200;SORBI_3001G356200;SORBI_3001G385000;SORBI_3001G518200;SORBI_3002G306900;SORBI_3002G420600;SORBI_3003G017300;SORBI_3003G221200;SORBI_3003G241000;SORBI_3003G439600;SORBI_3004G184500;SORBI_3004G318100;SORBI_3005G018200;SORBI_3005G018300;SORBI_3005G085901;SORBI_3005G086000;SORBI_3005G099500;SORBI_3005G131500;SORBI_3006G003300;SORBI_3006G065800;SORBI_3007G137900;SORBI_3007G223100;SORBI_3008G021900;SORBI_3008G022100;SORBI_3008G091400;SORBI_3008G123600;SORBI_3008G127100;SORBI_3009G166600;SORBI_3009G211900;SORBI_3009G239301;SORBI_3009G239500;SORBI_3009G259200;SORBI_3010G007500","4.4135e-02;5.3614e-01;5.7368e-01;9.1723e-02;6.3153e-01;9.6025e-01;5.6400e-01;4.1697e-01;1.1137e-02;2.4298e-01;3.7400e-03;5.7073e-01;4.5042e-01;4.4720e-01;6.6036e-01;2.3012e-01;1.2120e-01;3.8440e-01;4.7169e-01;5.4097e-03;7.1491e-01;1.1046e-01;5.5665e-01;4.3309e-01;1.7173e-01;4.9882e-01;5.1521e-01;1.9830e-01;8.4068e-04;1.9580e-08;3.1260e-09;4.8519e-01;7.8418e-01",0.77735
"PWY-7346","UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)",3,"SORBI_3001G084100;SORBI_3001G171300;SORBI_3001G459800","5.5147e-01;7.5130e-01;7.6947e-01",0.78016
"PWY-6663","plant sterol biosynthesis II",28,"SORBI_3001G343000;SORBI_3001G343100;SORBI_3001G343300;SORBI_3001G343400;SORBI_3001G343500;SORBI_3001G343601;SORBI_3001G343832;SORBI_3001G349200;SORBI_3001G350200;SORBI_3001G519400;SORBI_3002G264300;SORBI_3002G342400;SORBI_3003G083300;SORBI_3003G166500;SORBI_3003G231300;SORBI_3004G014400;SORBI_3004G037100;SORBI_3004G037200;SORBI_3004G261300;SORBI_3005G048700;SORBI_3005G109500;SORBI_3005G132300;SORBI_3005G161900;SORBI_3007G078200;SORBI_3007G090472;SORBI_3008G025700;SORBI_3008G078800;SORBI_3010G253500","8.0800e-01;5.7573e-01;4.1263e-01;2.6961e-01;6.4252e-01;3.5494e-02;5.1578e-01;4.2072e-03;5.9429e-01;3.2112e-02;6.5804e-01;6.3330e-01;9.0563e-01;4.4063e-01;4.6407e-01;6.7399e-01;3.2755e-01;3.0783e-01;3.3101e-01;2.3061e-02;6.1499e-01;4.2694e-01;5.9714e-01;4.1622e-01;7.6493e-02;5.6341e-01;4.0986e-01;5.5929e-01",0.78074
"FASYN-ELONG-PWY","fatty acid elongation -- saturated",12,"SORBI_3002G151000;SORBI_3004G152800;SORBI_3004G178100;SORBI_3006G043700;SORBI_3007G077400;SORBI_3007G079600;SORBI_3007G112100;SORBI_3007G209800;SORBI_3007G225200;SORBI_3007G225300;SORBI_3008G087300;SORBI_3009G150900","6.1364e-01;4.8591e-01;4.1160e-03;7.6722e-02;8.0364e-01;2.6662e-01;9.1838e-01;6.3412e-01;3.1023e-01;4.9956e-01;6.6242e-01;5.7239e-01",0.7819
"PWY-5097","L-lysine biosynthesis VI",15,"SORBI_3001G011700;SORBI_3001G081900;SORBI_3001G401700;SORBI_3001G438600;SORBI_3001G471100;SORBI_3001G531800;SORBI_3002G111800;SORBI_3002G155100;SORBI_3003G412100;SORBI_3006G186600;SORBI_3007G171200;SORBI_3008G038600;SORBI_3008G133500;SORBI_3008G133600;SORBI_3010G216300","9.6616e-04;5.2506e-01;3.2060e-01;1.1484e-01;9.5012e-01;1.7586e-02;6.9066e-01;5.3531e-01;5.5994e-01;6.1907e-05;6.8570e-04;8.9134e-01;2.7008e-01;2.7123e-02;7.6900e-01",0.78302
"PWY-401","galactolipid biosynthesis I",8,"SORBI_3001G424600;SORBI_3001G456300;SORBI_3002G206200;SORBI_3004G169000;SORBI_3004G334000;SORBI_3005G045000;SORBI_3006G075100;SORBI_3007G211900","2.1852e-01;7.9232e-01;6.6173e-01;5.0891e-01;6.2715e-01;2.0176e-01;9.4494e-03;9.8528e-02",0.78807
"PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I",11,"SORBI_3001G114400;SORBI_3003G372400;SORBI_3005G090900;SORBI_3006G083100;SORBI_3006G247900;SORBI_3008G069500;SORBI_3008G070350;SORBI_3009G012300;SORBI_3009G072000;SORBI_3009G148700;SORBI_3009G214200","4.6052e-01;6.0805e-01;1.9084e-01;9.0319e-02;1.1196e-01;2.7656e-01;2.4018e-02;9.0507e-01;3.3207e-01;5.4797e-01;4.0323e-03",0.79258
